UID,UID_R,Claim_No,LossDate,REPORTING_DT,As_At_Date,Payment_Type,Claim_OS,OS_S&S,Claim_OS (Net of S&S),At Fault/ Not At Fault,Location_Of_Accident,Claim_Type,Sub_Claim_Type,At Fault/ Not At Fault Mapping
AG02/11B/2023/070620-2097772,AG02/11B/2023/070620-10601244,CLM/AG02/11B/2024/06186,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/035633-2097774,AG02/11B/2024/035633-10908850,CLM/AG02/11B/2024/06187,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/033597-2097779,AG02/11B/2024/033597-10904686,CLM/AG02/11B/2024/06190,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036423-2097780,AG02/11B/2024/036423-10910848,CLM/AG02/11B/2024/06191,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/020885-2097782,AG02/11B/2024/020885-10847237,CLM/AG02/11B/2024/06192,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/086109-2097783,AG02/11B/2023/086109-10683479,CLM/AG02/11B/2024/06193,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/045112-2097789,AG02/11B/2024/045112-10931976,CLM/AG02/11B/2024/06196,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017956-2097792,AG02/11B/2024/017956-10828651,CLM/AG02/11B/2024/06199,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/046496-2097795,AG02/11B/2024/046496-10937706,CLM/AG02/11B/2024/06201,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/079104-2097799,AG02/11B/2023/079104-10636745,CLM/AG02/11B/2024/06203,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036438-2097802,AG02/11B/2024/036438-10910874,CLM/AG02/11B/2024/06205,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/076976-2097806,AG02/11B/2023/076976-10627678,CLM/AG02/11B/2024/06206,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/004727-2097808,AG02/11B/2024/004727-10714548,CLM/AG02/11B/2024/06208,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/078044-2097811,AG02/11B/2023/078044-10632839,CLM/AG02/11B/2024/06210,04-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009951-2097814,AG02/11B/2024/009951-10766807,CLM/AG02/11B/2024/06211,03-09-2024,04-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/085305-2097874,AG02/11B/2023/085305-10680017,CLM/AG02/11B/2024/06214,06-08-2024,05-09-2024,31-12-2024,Payment,2222,0,2222,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/034778-2097910,AG02/11B/2024/034778-10907244,CLM/AG02/11B/2024/06220,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/034065-2097912,AG02/11B/2024/034065-10905791,CLM/AG02/11B/2024/06221,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/067557-2097916,AG02/11B/2023/067557-10587500,CLM/AG02/11B/2024/06224,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043566-2097929,AG02/11B/2024/043566-10928978,CLM/AG02/11B/2024/06233,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027641-2097936,AG02/11B/2024/027641-10879427,CLM/AG02/11B/2024/06239,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/074250-2097938,AG02/11B/2023/074250-10617846,CLM/AG02/11B/2024/06240,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/001236-2097941,AG02/11B/2024/001236-10691479,CLM/AG02/11B/2024/06243,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017349-2097943,AG02/11B/2024/017349-10824190,CLM/AG02/11B/2024/06245,05-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/032020-2097945,AG02/11B/2024/032020-10899205,CLM/AG02/11B/2024/06247,04-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015707-2097949,AG02/11B/2024/015707-10809398,CLM/AG02/11B/2024/06249,04-09-2024,05-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/002404-2097950,AG02/11B/2024/002404-10698829,CLM/AG02/11B/2024/06250,06-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/068258-2097953,AG02/11B/2023/068258-10590416,CLM/AG02/11B/2024/06251,06-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044222-2097955,AG02/11B/2024/044222-10930239,CLM/AG02/11B/2024/06253,06-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/041954-2097963,AG02/11B/2024/041954-10924803,CLM/AG02/11B/2024/06256,06-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/063338-2097964,AG02/11B/2023/063338-10577684,CLM/AG02/11B/2024/06257,06-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031525-2097967,AG02/11B/2024/031525-10898406,CLM/AG02/11B/2024/06259,06-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/068364-2097969,AG02/11B/2023/068364-10590680,CLM/AG02/11B/2024/06261,05-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/065494-2097972,AG02/11B/2023/065494-10583419,CLM/AG02/11B/2024/06264,05-09-2024,06-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/073277-2097983,AG02/11B/2023/073277-10615067,CLM/AG02/11B/2024/06265,07-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000537-2097984,AG02/11B/2024/000537-10686744,CLM/AG02/11B/2024/06266,07-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/041157-2097985,AG02/11B/2024/041157-10922866,CLM/AG02/11B/2024/06267,07-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000527-2097986,AG02/11B/2024/000527-10686731,CLM/AG02/11B/2024/06268,07-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027385-2097994,AG02/11B/2024/027385-10873740,CLM/AG02/11B/2024/06273,07-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071099-2097996,AG02/11B/2023/071099-10604156,CLM/AG02/11B/2024/06274,07-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071190-2097997,AG02/11B/2023/071190-10604661,CLM/AG02/11B/2024/06275,07-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/034250-2098004,AG02/11B/2024/034250-10906096,CLM/AG02/11B/2024/06280,06-09-2024,07-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/080255-2098108,AG02/11B/2023/080255-10647958,CLM/AG02/11B/2024/06291,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017179-2098109,AG02/11B/2024/017179-10823106,CLM/AG02/11B/2024/06292,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/076540-2098110,AG02/11B/2023/076540-10624976,CLM/AG02/11B/2024/06293,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/081229-2098114,AG02/11B/2023/081229-10652819,CLM/AG02/11B/2024/06295,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044450-2098118,AG02/11B/2024/044450-10930635,CLM/AG02/11B/2024/06299,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/018867-2098119,AG02/11B/2024/018867-10838269,CLM/AG02/11B/2024/06300,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/022902-2098123,AG02/11B/2024/022902-10853466,CLM/AG02/11B/2024/06304,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/046059-2098124,AG02/11B/2024/046059-10936548,CLM/AG02/11B/2024/06305,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/008227-2098132,AG02/11B/2024/008227-10769588,CLM/AG02/11B/2024/06309,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044594-2098133,AG02/11B/2024/044594-10930874,CLM/AG02/11B/2024/06310,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/003256-2098138,AG02/11B/2024/003256-10703734,CLM/AG02/11B/2024/06314,08-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031743-2098139,AG02/11B/2024/031743-10898761,CLM/AG02/11B/2024/06315,07-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044999-2098140,AG02/11B/2024/044999-10931582,CLM/AG02/11B/2024/06316,07-09-2024,08-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/066708-2098246,AG02/11B/2023/066708-10585764,CLM/AG02/11B/2024/06331,09-09-2024,09-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/079304-2098251,AG02/11B/2023/079304-10637360,CLM/AG02/11B/2024/06333,09-09-2024,09-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/030193-2098255,AG02/11B/2024/030193-10893619,CLM/AG02/11B/2024/06334,09-09-2024,09-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044503-2098268,AG02/11B/2024/044503-10930718,CLM/AG02/11B/2024/06343,09-09-2024,09-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/073874-2098270,AG02/11B/2023/073874-10616320,CLM/AG02/11B/2024/06344,09-09-2024,09-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000560-2098375,AG02/11B/2024/000560-10686825,CLM/AG02/11B/2024/06353,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/005318-2098376,AG02/11B/2024/005318-10717890,CLM/AG02/11B/2024/06354,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/045528-2098377,AG02/11B/2024/045528-10933733,CLM/AG02/11B/2024/06355,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/013677-2098379,AG02/11B/2024/013677-10787338,CLM/AG02/11B/2024/06356,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/073600-2098382,AG02/11B/2023/073600-10616723,CLM/AG02/11B/2024/06358,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027824-2098386,AG02/11B/2024/027824-10879965,CLM/AG02/11B/2024/06361,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/018056-2098393,AG02/11B/2024/018056-10829559,CLM/AG02/11B/2024/06362,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/034380-2098394,AG02/11B/2024/034380-10906331,CLM/AG02/11B/2024/06363,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/076868-2098397,AG02/11B/2023/076868-10627425,CLM/AG02/11B/2024/06366,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/084175-2098400,AG02/11B/2023/084175-10673677,CLM/AG02/11B/2024/06368,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/052314-2098403,AG02/11B/2024/052314-10951098,CLM/AG02/11B/2024/06371,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/006115-2098404,AG02/11B/2024/006115-10722472,CLM/AG02/11B/2024/06372,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/068759-2098408,AG02/11B/2023/068759-10591689,CLM/AG02/11B/2024/06373,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031710-2098410,AG02/11B/2024/031710-10898716,CLM/AG02/11B/2024/06374,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/084215-2098414,AG02/11B/2023/084215-10673793,CLM/AG02/11B/2024/06377,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/003952-2098415,AG02/11B/2024/003952-10709269,CLM/AG02/11B/2024/06378,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/077406-2098416,AG02/11B/2023/077406-10629822,CLM/AG02/11B/2024/06379,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027415-2098417,AG02/11B/2024/027415-10873815,CLM/AG02/11B/2024/06380,10-09-2024,10-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/021652-2098510,AG02/11B/2024/021652-10849568,CLM/AG02/11B/2024/06388,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/065269-2098511,AG02/11B/2023/065269-10583183,CLM/AG02/11B/2024/06389,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039903-2098516,AG02/11B/2024/039903-10920142,CLM/AG02/11B/2024/06393,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/033891-2098521,AG02/11B/2024/033891-10905421,CLM/AG02/11B/2024/06396,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039107-2098527,AG02/11B/2024/039107-10916719,CLM/AG02/11B/2024/06399,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/023646-2098530,AG02/11B/2024/023646-10857083,CLM/AG02/11B/2024/06402,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/045870-2098532,AG02/11B/2024/045870-10936029,CLM/AG02/11B/2024/06403,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/018838-2098533,AG02/11B/2024/018838-10837887,CLM/AG02/11B/2024/06404,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/023171-2098536,AG02/11B/2024/023171-10854839,CLM/AG02/11B/2024/06407,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/084183-2098537,AG02/11B/2023/084183-10673580,CLM/AG02/11B/2024/06408,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/070510-2098538,AG02/11B/2023/070510-10600241,CLM/AG02/11B/2024/06409,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/005618-2098539,AG02/11B/2024/005618-10718937,CLM/AG02/11B/2024/06410,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/012521-2098543,AG02/11B/2024/012521-10780952,CLM/AG02/11B/2024/06411,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/033057-2098547,AG02/11B/2024/033057-10903082,CLM/AG02/11B/2024/06413,10-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031496-2098550,AG02/11B/2024/031496-10898355,CLM/AG02/11B/2024/06416,10-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/041680-2098552,AG02/11B/2024/041680-10924071,CLM/AG02/11B/2024/06418,10-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/072644-2098553,AG02/11B/2023/072644-10609938,CLM/AG02/11B/2024/06419,10-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/025763-2098569,AG02/11B/2024/025763-10866233,CLM/AG02/11B/2024/06420,28-07-2024,12-09-2024,31-12-2024,Payment,17150,0,17150,100,KHOBAR,TP,Third Party Property Damage,Yes
AG02/11B/2024/001054-2098658,AG02/11B/2024/001054-10690694,CLM/AG02/11B/2024/06433,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017824-2098662,AG02/11B/2024/017824-10828006,CLM/AG02/11B/2024/06435,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/074112-2098665,AG02/11B/2023/074112-10617022,CLM/AG02/11B/2024/06436,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/077172-2098667,AG02/11B/2023/077172-10629137,CLM/AG02/11B/2024/06437,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/078255-2098668,AG02/11B/2023/078255-10634471,CLM/AG02/11B/2024/06438,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/080315-2098670,AG02/11B/2023/080315-10648088,CLM/AG02/11B/2024/06440,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/032196-2098673,AG02/11B/2024/032196-10900087,CLM/AG02/11B/2024/06442,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083984-2098679,AG02/11B/2023/083984-10673086,CLM/AG02/11B/2024/06445,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/074096-2098685,AG02/11B/2023/074096-10616995,CLM/AG02/11B/2024/06449,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015409-2098686,AG02/11B/2024/015409-10806655,CLM/AG02/11B/2024/06450,11-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024649-2098688,AG02/11B/2024/024649-10862006,CLM/AG02/11B/2024/06451,11-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/034350-2098691,AG02/11B/2024/034350-10906290,CLM/AG02/11B/2024/06452,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/002398-2098692,AG02/11B/2024/002398-10698810,CLM/AG02/11B/2024/06453,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/086086-2098697,AG02/11B/2023/086086-10683304,CLM/AG02/11B/2024/06455,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027270-2098702,AG02/11B/2024/027270-10872085,CLM/AG02/11B/2024/06458,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/030697-2098707,AG02/11B/2024/030697-10895458,CLM/AG02/11B/2024/06460,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014392-2098710,AG02/11B/2024/014392-10792149,CLM/AG02/11B/2024/06462,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/077828-2098718,AG02/11B/2023/077828-10632701,CLM/AG02/11B/2024/06465,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/026289-2098721,AG02/11B/2024/026289-10868332,CLM/AG02/11B/2024/06467,12-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/085661-2098723,AG02/11B/2023/085661-10681375,CLM/AG02/11B/2024/06468,12-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/025012-2098726,AG02/11B/2024/025012-10863562,CLM/AG02/11B/2024/06469,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/080328-2098727,AG02/11B/2023/080328-10648108,CLM/AG02/11B/2024/06470,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014618-2098728,AG02/11B/2024/014618-10793301,CLM/AG02/11B/2024/06471,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043456-2098730,AG02/11B/2024/043456-10928840,CLM/AG02/11B/2024/06472,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/075958-2098733,AG02/11B/2023/075958-10622900,CLM/AG02/11B/2024/06474,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/026055-2098734,AG02/11B/2024/026055-10867747,CLM/AG02/11B/2024/06475,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/085916-2098735,AG02/11B/2023/085916-10683239,CLM/AG02/11B/2024/06476,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/069543-2098738,AG02/11B/2023/069543-10594686,CLM/AG02/11B/2024/06479,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/065931-2098739,AG02/11B/2023/065931-10583913,CLM/AG02/11B/2024/06480,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/022343-2098742,AG02/11B/2024/022343-10851576,CLM/AG02/11B/2024/06482,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031715-2098745,AG02/11B/2024/031715-10898727,CLM/AG02/11B/2024/06484,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/045177-2098748,AG02/11B/2024/045177-10932331,CLM/AG02/11B/2024/06486,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071039-2098758,AG02/11B/2023/071039-10603854,CLM/AG02/11B/2024/06493,13-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
